,Time,Conc (mg/m3),Qtot (m3),WS (MPS),RH (%),AT (C),Latitude,longitude,hour,day,day_of_week,month,day_of_year,weekday_weekend,Conc(ug/m3)
2137,2022-03-14 01:00:00,0.011,0.701,7.9,27,21.4,1.278822,36.817281,1,14,0,3,73,1,11.0
2138,2022-03-14 02:00:00,0.009,0.701,8.0,28,20.8,1.278822,36.817281,2,14,0,3,73,1,9.0
2139,2022-03-14 03:00:00,0.012,0.701,8.1,29,20.1,1.278822,36.817281,3,14,0,3,73,1,12.0
2140,2022-03-14 04:00:00,0.012,0.701,8.2,30,20.0,1.278822,36.817281,4,14,0,3,73,1,12.0
2141,2022-03-14 05:00:00,0.01,0.7,8.4,31,19.2,1.278822,36.817281,5,14,0,3,73,1,10.0
2142,2022-03-14 06:00:00,0.013,0.7,8.5,32,18.7,1.278822,36.817281,6,14,0,3,73,1,13.0
2143,2022-03-14 07:00:00,0.021,0.7,8.6,33,18.5,1.278822,36.817281,7,14,0,3,73,1,21.0
2144,2022-03-14 08:00:00,0.028,0.7,8.8,33,20.5,1.278822,36.817281,8,14,0,3,73,1,28.0
2145,2022-03-14 09:00:00,0.017,0.7,8.9,33,23.3,1.278822,36.817281,9,14,0,3,73,1,17.0
2146,2022-03-14 10:00:00,0.019,0.701,8.9,33,24.6,1.278822,36.817281,10,14,0,3,73,1,19.0
2147,2022-03-14 11:00:00,0.017,0.701,9.0,32,26.1,1.278822,36.817281,11,14,0,3,73,1,17.0
2148,2022-03-14 12:00:00,0.016,0.701,9.0,31,27.9,1.278822,36.817281,12,14,0,3,73,1,16.0
2149,2022-03-14 13:00:00,0.023,0.701,9.0,28,28.4,1.278822,36.817281,13,14,0,3,73,1,23.0
2150,2022-03-14 14:00:00,0.016,0.7,9.0,24,30.3,1.278822,36.817281,14,14,0,3,73,1,16.0
2151,2022-03-14 15:00:00,0.013,0.7,8.8,19,31.8,1.278822,36.817281,15,14,0,3,73,1,13.0
2152,2022-03-14 16:00:00,0.014,0.7,8.5,19,31.6,1.278822,36.817281,16,14,0,3,73,1,14.0
2153,2022-03-14 17:00:00,0.015,0.701,8.3,21,30.6,1.278822,36.817281,17,14,0,3,73,1,15.0
2154,2022-03-14 18:00:00,0.023,0.701,8.1,24,29.4,1.278822,36.817281,18,14,0,3,73,1,23.0
2155,2022-03-14 19:00:00,0.025,0.7,7.9,24,27.7,1.278822,36.817281,19,14,0,3,73,1,25.0
2156,2022-03-14 20:00:00,0.023,0.7,7.8,28,26.2,1.278822,36.817281,20,14,0,3,73,1,23.0
2157,2022-03-14 21:00:00,0.021,0.7,7.8,29,25.2,1.278822,36.817281,21,14,0,3,73,1,21.0
2158,2022-03-14 22:00:00,0.021,0.7,7.7,29,24.0,1.278822,36.817281,22,14,0,3,73,1,21.0
2159,2022-03-14 23:00:00,0.021,0.7,7.7,29,23.0,1.278822,36.817281,23,14,0,3,73,1,21.0
2160,2022-03-15 00:00:00,0.021,0.7,7.7,29,22.2,1.278822,36.817281,0,15,1,3,74,1,21.0
2161,2022-03-15 01:00:00,0.016,0.7,7.8,29,21.4,1.278822,36.817281,1,15,1,3,74,1,16.0
2162,2022-03-15 02:00:00,0.012,0.69,7.8,30,20.7,1.278822,36.817281,2,15,1,3,74,1,12.0
2163,2022-03-15 03:00:00,0.01,0.7,7.9,31,20.4,1.278822,36.817281,3,15,1,3,74,1,10.0
2164,2022-03-15 04:00:00,0.012,0.698,8.0,32,19.9,1.278822,36.817281,4,15,1,3,74,1,12.0
2165,2022-03-15 05:00:00,0.014,0.7,8.1,33,19.5,1.278822,36.817281,5,15,1,3,74,1,14.0
2166,2022-03-15 06:00:00,0.019,0.7,8.3,33,18.4,1.278822,36.817281,6,15,1,3,74,1,19.0
2167,2022-03-15 07:00:00,0.021,0.7,8.4,34,18.1,1.278822,36.817281,7,15,1,3,74,1,21.0
2168,2022-03-15 08:00:00,0.033,0.7,8.6,34,20.2,1.278822,36.817281,8,15,1,3,74,1,33.0
2169,2022-03-15 09:00:00,0.015,0.7,8.7,35,22.7,1.278822,36.817281,9,15,1,3,74,1,15.0
2170,2022-03-15 10:00:00,0.017,0.7,8.8,35,24.6,1.278822,36.817281,10,15,1,3,74,1,17.0
2171,2022-03-15 11:00:00,0.016,0.7,8.9,33,26.5,1.278822,36.817281,11,15,1,3,74,1,16.0
2172,2022-03-15 12:00:00,0.02,0.7,8.9,31,28.2,1.278822,36.817281,12,15,1,3,74,1,20.0
2173,2022-03-15 13:00:00,0.018,0.7,8.9,25,29.4,1.278822,36.817281,13,15,1,3,74,1,18.0
2174,2022-03-15 14:00:00,0.042,0.697,8.8,20,30.9,1.278822,36.817281,14,15,1,3,74,1,42.0
2175,2022-03-15 15:00:00,0.014,0.7,8.6,18,31.5,1.278822,36.817281,15,15,1,3,74,1,14.0
2176,2022-03-15 16:00:00,0.014,0.7,8.4,19,31.2,1.278822,36.817281,16,15,1,3,74,1,14.0
2177,2022-03-15 17:00:00,0.016,0.7,8.2,20,30.8,1.278822,36.817281,17,15,1,3,74,1,16.0
2178,2022-03-15 18:00:00,0.021,0.7,7.9,21,30.2,1.278822,36.817281,18,15,1,3,74,1,21.0
2179,2022-03-15 19:00:00,0.03,0.7,7.8,24,27.7,1.278822,36.817281,19,15,1,3,74,1,30.0
2180,2022-03-15 20:00:00,0.031,0.701,7.7,24,26.5,1.278822,36.817281,20,15,1,3,74,1,31.0
2181,2022-03-15 21:00:00,0.028,0.7,7.6,24,25.2,1.278822,36.817281,21,15,1,3,74,1,28.0
2182,2022-03-15 22:00:00,0.016,0.701,7.6,26,23.8,1.278822,36.817281,22,15,1,3,74,1,16.0
2183,2022-03-15 23:00:00,0.019,0.7,7.5,27,23.2,1.278822,36.817281,23,15,1,3,74,1,19.0
2184,2022-03-16 00:00:00,0.019,0.7,7.5,28,22.6,1.278822,36.817281,0,16,2,3,75,1,19.0
2185,2022-03-16 01:00:00,0.021,0.7,7.6,29,21.9,1.278822,36.817281,1,16,2,3,75,1,21.0
2186,2022-03-16 02:00:00,0.021,0.701,7.6,30,21.2,1.278822,36.817281,2,16,2,3,75,1,21.0
2187,2022-03-16 03:00:00,0.013,0.7,7.7,31,20.7,1.278822,36.817281,3,16,2,3,75,1,13.0
2188,2022-03-16 04:00:00,0.014,0.7,7.8,32,20.3,1.278822,36.817281,4,16,2,3,75,1,14.0
2189,2022-03-16 05:00:00,0.016,0.7,8.0,33,19.8,1.278822,36.817281,5,16,2,3,75,1,16.0
2190,2022-03-16 06:00:00,0.022,0.7,8.1,34,19.6,1.278822,36.817281,6,16,2,3,75,1,22.0
2191,2022-03-16 07:00:00,0.027,0.7,8.3,35,19.5,1.278822,36.817281,7,16,2,3,75,1,27.0
2192,2022-03-16 08:00:00,0.046,0.7,8.4,35,21.2,1.278822,36.817281,8,16,2,3,75,1,46.0
2193,2022-03-16 09:00:00,0.025,0.7,8.5,37,22.9,1.278822,36.817281,9,16,2,3,75,1,25.0
2194,2022-03-16 10:00:00,0.022,0.7,8.7,37,24.4,1.278822,36.817281,10,16,2,3,75,1,22.0
2195,2022-03-16 11:00:00,0.019,0.7,8.8,33,26.5,1.278822,36.817281,11,16,2,3,75,1,19.0
2196,2022-03-16 12:00:00,0.018,0.701,8.8,30,28.3,1.278822,36.817281,12,16,2,3,75,1,18.0
2197,2022-03-16 13:00:00,0.02,0.701,8.8,29,29.7,1.278822,36.817281,13,16,2,3,75,1,20.0
2198,2022-03-16 14:00:00,0.022,0.7,8.7,26,30.4,1.278822,36.817281,14,16,2,3,75,1,22.0
2199,2022-03-16 15:00:00,0.02,0.7,8.5,25,31.2,1.278822,36.817281,15,16,2,3,75,1,20.0
2200,2022-03-16 16:00:00,0.104,0.7,8.3,24,30.9,1.278822,36.817281,16,16,2,3,75,1,104.0
2201,2022-03-16 17:00:00,0.058,0.7,8.1,25,30.4,1.278822,36.817281,17,16,2,3,75,1,58.0
2202,2022-03-16 18:00:00,0.038,0.7,7.9,25,29.6,1.278822,36.817281,18,16,2,3,75,1,38.0
2203,2022-03-16 19:00:00,0.035,0.7,7.7,22,28.1,1.278822,36.817281,19,16,2,3,75,1,35.0
2204,2022-03-16 20:00:00,0.027,0.7,7.6,24,26.7,1.278822,36.817281,20,16,2,3,75,1,27.0
2205,2022-03-16 21:00:00,0.021,0.7,7.6,27,25.4,1.278822,36.817281,21,16,2,3,75,1,21.0
2206,2022-03-16 22:00:00,0.021,0.7,7.5,28,24.3,1.278822,36.817281,22,16,2,3,75,1,21.0
2207,2022-03-16 23:00:00,0.026,0.7,7.5,32,23.3,1.278822,36.817281,23,16,2,3,75,1,26.0
2208,2022-03-17 00:00:00,0.028,0.701,7.5,33,22.8,1.278822,36.817281,0,17,3,3,76,1,28.0
2209,2022-03-17 01:00:00,0.019,0.7,7.5,34,22.2,1.278822,36.817281,1,17,3,3,76,1,19.0
2210,2022-03-17 02:00:00,0.015,0.7,7.6,35,21.9,1.278822,36.817281,2,17,3,3,76,1,15.0
2211,2022-03-17 03:00:00,0.014,0.7,7.7,35,21.5,1.278822,36.817281,3,17,3,3,76,1,14.0
2212,2022-03-17 04:00:00,0.013,0.7,7.8,36,21.3,1.278822,36.817281,4,17,3,3,76,1,13.0
2213,2022-03-17 05:00:00,0.012,0.7,7.9,36,20.7,1.278822,36.817281,5,17,3,3,76,1,12.0
2214,2022-03-17 06:00:00,0.017,0.7,8.0,37,19.9,1.278822,36.817281,6,17,3,3,76,1,17.0
2215,2022-03-17 07:00:00,0.019,0.7,8.2,37,19.5,1.278822,36.817281,7,17,3,3,76,1,19.0
2216,2022-03-17 08:00:00,0.077,0.701,8.3,38,20.5,1.278822,36.817281,8,17,3,3,76,1,77.0
2217,2022-03-17 09:00:00,0.027,0.701,8.4,37,22.8,1.278822,36.817281,9,17,3,3,76,1,27.0
2218,2022-03-17 10:00:00,0.024,0.7,8.5,37,24.5,1.278822,36.817281,10,17,3,3,76,1,24.0
2219,2022-03-17 11:00:00,0.023,0.701,8.6,35,26.6,1.278822,36.817281,11,17,3,3,76,1,23.0
2220,2022-03-17 12:00:00,0.027,0.7,8.7,32,28.0,1.278822,36.817281,12,17,3,3,76,1,27.0
2221,2022-03-17 13:00:00,0.023,0.7,8.6,30,29.2,1.278822,36.817281,13,17,3,3,76,1,23.0
2222,2022-03-17 14:00:00,0.026,0.7,8.5,28,30.6,1.278822,36.817281,14,17,3,3,76,1,26.0
2223,2022-03-17 15:00:00,0.026,0.7,8.3,26,31.4,1.278822,36.817281,15,17,3,3,76,1,26.0
2224,2022-03-17 16:00:00,0.026,0.7,8.2,25,30.8,1.278822,36.817281,16,17,3,3,76,1,26.0
2225,2022-03-17 17:00:00,0.028,0.7,8.0,27,29.0,1.278822,36.817281,17,17,3,3,76,1,28.0
2226,2022-03-17 18:00:00,0.026,0.7,7.9,27,28.2,1.278822,36.817281,18,17,3,3,76,1,26.0
2227,2022-03-17 19:00:00,0.031,0.7,7.7,29,26.7,1.278822,36.817281,19,17,3,3,76,1,31.0
2228,2022-03-17 20:00:00,0.022,0.7,7.6,32,25.2,1.278822,36.817281,20,17,3,3,76,1,22.0
2229,2022-03-17 21:00:00,0.02,0.7,7.6,30,24.4,1.278822,36.817281,21,17,3,3,76,1,20.0
2230,2022-03-17 22:00:00,0.017,0.7,7.6,29,23.2,1.278822,36.817281,22,17,3,3,76,1,17.0
2231,2022-03-17 23:00:00,0.029,0.7,7.5,34,22.5,1.278822,36.817281,23,17,3,3,76,1,29.0
2232,2022-03-18 00:00:00,0.021,0.7,7.5,35,21.5,1.278822,36.817281,0,18,4,3,77,1,21.0
2233,2022-03-18 01:00:00,0.02,0.7,7.6,37,20.6,1.278822,36.817281,1,18,4,3,77,1,20.0
2234,2022-03-18 02:00:00,0.019,0.7,7.7,37,20.1,1.278822,36.817281,2,18,4,3,77,1,19.0
2235,2022-03-18 03:00:00,0.044,0.701,7.8,37,19.7,1.278822,36.817281,3,18,4,3,77,1,44.0
2236,2022-03-18 04:00:00,0.027,0.7,7.9,38,19.4,1.278822,36.817281,4,18,4,3,77,1,27.0
2237,2022-03-18 05:00:00,0.021,0.7,8.1,39,19.0,1.278822,36.817281,5,18,4,3,77,1,21.0
2238,2022-03-18 06:00:00,0.02,0.7,8.2,40,19.0,1.278822,36.817281,6,18,4,3,77,1,20.0
2239,2022-03-18 07:00:00,0.025,0.7,8.4,40,18.6,1.278822,36.817281,7,18,4,3,77,1,25.0
2240,2022-03-18 08:00:00,0.03,0.7,8.5,39,20.0,1.278822,36.817281,8,18,4,3,77,1,30.0
2241,2022-03-18 09:00:00,0.019,0.701,8.6,35,22.8,1.278822,36.817281,9,18,4,3,77,1,19.0
2242,2022-03-18 10:00:00,0.036,0.7,8.7,35,22.7,1.278822,36.817281,10,18,4,3,77,1,36.0
2243,2022-03-18 11:00:00,0.032,0.7,8.8,33,24.7,1.278822,36.817281,11,18,4,3,77,1,32.0
2244,2022-03-18 12:00:00,0.026,0.7,8.8,30,26.4,1.278822,36.817281,12,18,4,3,77,1,26.0
2245,2022-03-18 13:00:00,0.016,0.7,8.8,28,27.0,1.278822,36.817281,13,18,4,3,77,1,16.0
2246,2022-03-18 14:00:00,0.014,0.7,8.8,26,28.1,1.278822,36.817281,14,18,4,3,77,1,14.0
2247,2022-03-18 15:00:00,0.019,0.701,8.6,25,29.4,1.278822,36.817281,15,18,4,3,77,1,19.0
2248,2022-03-18 16:00:00,0.019,0.7,8.5,23,29.5,1.278822,36.817281,16,18,4,3,77,1,19.0
2249,2022-03-18 17:00:00,0.021,0.7,8.3,24,28.6,1.278822,36.817281,17,18,4,3,77,1,21.0
2250,2022-03-18 18:00:00,0.021,0.7,8.1,23,27.7,1.278822,36.817281,18,18,4,3,77,1,21.0
2251,2022-03-18 19:00:00,0.027,0.7,8.0,27,25.9,1.278822,36.817281,19,18,4,3,77,1,27.0
2252,2022-03-18 20:00:00,0.031,0.7,7.9,32,24.0,1.278822,36.817281,20,18,4,3,77,1,31.0
2253,2022-03-18 21:00:00,0.026,0.7,7.9,34,23.2,1.278822,36.817281,21,18,4,3,77,1,26.0
2254,2022-03-18 22:00:00,0.021,0.7,7.8,35,22.3,1.278822,36.817281,22,18,4,3,77,1,21.0
2255,2022-03-18 23:00:00,0.018,0.7,7.8,35,21.8,1.278822,36.817281,23,18,4,3,77,1,18.0
2256,2022-03-19 00:00:00,0.017,0.7,7.9,35,21.2,1.278822,36.817281,0,19,5,3,78,0,17.0
2257,2022-03-19 01:00:00,0.017,0.701,8.0,36,20.5,1.278822,36.817281,1,19,5,3,78,0,17.0
2258,2022-03-19 02:00:00,0.017,0.7,8.1,36,20.2,1.278822,36.817281,2,19,5,3,78,0,17.0
2259,2022-03-19 03:00:00,0.016,0.7,8.1,37,20.2,1.278822,36.817281,3,19,5,3,78,0,16.0
2260,2022-03-19 04:00:00,0.01,0.7,8.3,37,19.7,1.278822,36.817281,4,19,5,3,78,0,10.0
2261,2022-03-19 05:00:00,0.013,0.7,8.4,38,19.6,1.278822,36.817281,5,19,5,3,78,0,13.0
2262,2022-03-19 06:00:00,0.017,0.701,8.5,38,19.7,1.278822,36.817281,6,19,5,3,78,0,17.0
2263,2022-03-19 07:00:00,0.018,0.7,8.6,39,19.6,1.278822,36.817281,7,19,5,3,78,0,18.0
2264,2022-03-19 08:00:00,0.02,0.7,8.8,40,20.5,1.278822,36.817281,8,19,5,3,78,0,20.0
2265,2022-03-19 09:00:00,0.015,0.701,8.9,39,22.3,1.278822,36.817281,9,19,5,3,78,0,15.0
2266,2022-03-19 10:00:00,0.012,0.701,9.0,37,24.1,1.278822,36.817281,10,19,5,3,78,0,12.0
2267,2022-03-19 11:00:00,0.019,0.701,9.1,32,25.9,1.278822,36.817281,11,19,5,3,78,0,19.0
2268,2022-03-19 12:00:00,0.024,0.7,9.1,29,26.6,1.278822,36.817281,12,19,5,3,78,0,24.0
2269,2022-03-19 13:00:00,0.018,0.7,9.0,28,28.4,1.278822,36.817281,13,19,5,3,78,0,18.0
2270,2022-03-19 14:00:00,0.015,0.701,9.0,26,28.9,1.278822,36.817281,14,19,5,3,78,0,15.0
2271,2022-03-19 15:00:00,0.013,0.7,8.8,24,29.5,1.278822,36.817281,15,19,5,3,78,0,13.0
2272,2022-03-19 16:00:00,0.012,0.7,8.6,22,30.4,1.278822,36.817281,16,19,5,3,78,0,12.0
2273,2022-03-19 17:00:00,0.017,0.701,8.4,23,30.5,1.278822,36.817281,17,19,5,3,78,0,17.0
2274,2022-03-19 18:00:00,0.019,0.7,8.2,25,28.3,1.278822,36.817281,18,19,5,3,78,0,19.0
2275,2022-03-19 19:00:00,0.022,0.7,8.0,27,26.3,1.278822,36.817281,19,19,5,3,78,0,22.0
2276,2022-03-19 20:00:00,0.024,0.7,8.0,26,25.6,1.278822,36.817281,20,19,5,3,78,0,24.0
2277,2022-03-19 21:00:00,0.037,0.7,7.9,27,24.8,1.278822,36.817281,21,19,5,3,78,0,37.0
2278,2022-03-19 22:00:00,0.028,0.7,7.9,28,24.1,1.278822,36.817281,22,19,5,3,78,0,28.0
2279,2022-03-19 23:00:00,0.029,0.701,7.8,29,23.3,1.278822,36.817281,23,19,5,3,78,0,29.0
2280,2022-03-20 00:00:00,0.022,0.7,7.8,30,22.4,1.278822,36.817281,0,20,6,3,79,0,22.0
2281,2022-03-20 01:00:00,0.02,0.701,7.9,32,22.0,1.278822,36.817281,1,20,6,3,79,0,20.0
2282,2022-03-20 02:00:00,0.014,0.7,7.9,32,21.9,1.278822,36.817281,2,20,6,3,79,0,14.0
2283,2022-03-20 03:00:00,0.013,0.701,8.0,33,21.4,1.278822,36.817281,3,20,6,3,79,0,13.0
2284,2022-03-20 04:00:00,0.016,0.7,8.2,35,20.8,1.278822,36.817281,4,20,6,3,79,0,16.0
2285,2022-03-20 05:00:00,0.015,0.7,8.2,35,20.4,1.278822,36.817281,5,20,6,3,79,0,15.0
2286,2022-03-20 06:00:00,0.014,0.7,8.4,36,19.9,1.278822,36.817281,6,20,6,3,79,0,14.0
2287,2022-03-20 07:00:00,0.018,0.7,8.5,37,19.6,1.278822,36.817281,7,20,6,3,79,0,18.0
2288,2022-03-20 08:00:00,0.028,0.7,8.6,37,20.7,1.278822,36.817281,8,20,6,3,79,0,28.0
2289,2022-03-20 09:00:00,0.028,0.701,8.7,37,22.4,1.278822,36.817281,9,20,6,3,79,0,28.0
2290,2022-03-20 10:00:00,0.02,0.7,8.8,37,24.0,1.278822,36.817281,10,20,6,3,79,0,20.0
2291,2022-03-20 11:00:00,0.026,0.701,8.8,35,25.4,1.278822,36.817281,11,20,6,3,79,0,26.0
2292,2022-03-20 12:00:00,0.02,0.701,8.8,32,27.9,1.278822,36.817281,12,20,6,3,79,0,20.0
2293,2022-03-20 13:00:00,0.021,0.701,8.8,30,28.2,1.278822,36.817281,13,20,6,3,79,0,21.0
2294,2022-03-20 14:00:00,0.016,0.701,8.7,28,29.3,1.278822,36.817281,14,20,6,3,79,0,16.0
2295,2022-03-20 15:00:00,0.014,0.7,8.6,27,29.9,1.278822,36.817281,15,20,6,3,79,0,14.0
2296,2022-03-20 16:00:00,0.012,0.7,8.4,24,30.5,1.278822,36.817281,16,20,6,3,79,0,12.0
2297,2022-03-20 17:00:00,0.023,0.701,8.1,23,30.3,1.278822,36.817281,17,20,6,3,79,0,23.0
2298,2022-03-20 18:00:00,0.015,0.7,8.0,22,29.8,1.278822,36.817281,18,20,6,3,79,0,15.0
2299,2022-03-20 19:00:00,0.024,0.7,7.8,22,28.3,1.278822,36.817281,19,20,6,3,79,0,24.0
2300,2022-03-20 20:00:00,0.029,0.7,7.8,24,26.9,1.278822,36.817281,20,20,6,3,79,0,29.0
2301,2022-03-20 21:00:00,0.03,0.7,7.7,26,25.6,1.278822,36.817281,21,20,6,3,79,0,30.0
2302,2022-03-20 22:00:00,0.024,0.7,7.7,28,24.6,1.278822,36.817281,22,20,6,3,79,0,24.0
2303,2022-03-20 23:00:00,0.017,0.7,7.6,29,24.0,1.278822,36.817281,23,20,6,3,79,0,17.0
2304,2022-03-21 00:00:00,0.02,0.7,7.6,30,22.9,1.278822,36.817281,0,21,0,3,80,1,20.0
2305,2022-03-21 01:00:00,0.017,0.7,7.6,31,22.3,1.278822,36.817281,1,21,0,3,80,1,17.0
2306,2022-03-21 02:00:00,0.012,0.7,7.7,32,21.8,1.278822,36.817281,2,21,0,3,80,1,12.0
2307,2022-03-21 03:00:00,0.013,0.7,7.8,33,20.9,1.278822,36.817281,3,21,0,3,80,1,13.0
2308,2022-03-21 04:00:00,0.018,0.7,7.9,37,19.8,1.278822,36.817281,4,21,0,3,80,1,18.0
2309,2022-03-21 05:00:00,0.011,0.7,8.0,39,19.5,1.278822,36.817281,5,21,0,3,80,1,11.0
2310,2022-03-21 06:00:00,0.02,0.7,8.1,40,19.2,1.278822,36.817281,6,21,0,3,80,1,20.0
2311,2022-03-21 07:00:00,0.033,0.7,8.2,40,19.0,1.278822,36.817281,7,21,0,3,80,1,33.0
2312,2022-03-21 08:00:00,0.037,0.7,8.4,41,19.8,1.278822,36.817281,8,21,0,3,80,1,37.0
2313,2022-03-21 09:00:00,0.026,0.7,8.5,41,21.3,1.278822,36.817281,9,21,0,3,80,1,26.0
2314,2022-03-21 10:00:00,0.018,0.701,8.7,40,22.9,1.278822,36.817281,10,21,0,3,80,1,18.0
2315,2022-03-21 11:00:00,0.024,0.701,8.7,37,25.0,1.278822,36.817281,11,21,0,3,80,1,24.0
2316,2022-03-21 12:00:00,0.021,0.7,8.8,33,26.5,1.278822,36.817281,12,21,0,3,80,1,21.0
2317,2022-03-21 13:00:00,0.017,0.7,8.8,30,28.0,1.278822,36.817281,13,21,0,3,80,1,17.0
2318,2022-03-21 14:00:00,0.018,0.7,8.7,30,28.8,1.278822,36.817281,14,21,0,3,80,1,18.0
2319,2022-03-21 15:00:00,0.019,0.7,8.6,27,29.5,1.278822,36.817281,15,21,0,3,80,1,19.0
2320,2022-03-21 16:00:00,0.014,0.7,8.4,26,29.6,1.278822,36.817281,16,21,0,3,80,1,14.0
2321,2022-03-21 17:00:00,0.017,0.7,8.2,26,29.6,1.278822,36.817281,17,21,0,3,80,1,17.0
2322,2022-03-21 18:00:00,0.023,0.7,8.1,27,28.1,1.278822,36.817281,18,21,0,3,80,1,23.0
2323,2022-03-21 19:00:00,0.029,0.7,7.9,28,26.5,1.278822,36.817281,19,21,0,3,80,1,29.0
2324,2022-03-21 20:00:00,0.029,0.7,7.8,28,25.5,1.278822,36.817281,20,21,0,3,80,1,29.0
2325,2022-03-21 21:00:00,0.022,0.7,7.8,29,24.5,1.278822,36.817281,21,21,0,3,80,1,22.0
2326,2022-03-21 22:00:00,0.016,0.701,7.7,30,23.2,1.278822,36.817281,22,21,0,3,80,1,16.0
2327,2022-03-21 23:00:00,0.016,0.7,7.7,31,22.4,1.278822,36.817281,23,21,0,3,80,1,16.0
2328,2022-03-22 00:00:00,0.011,0.7,7.7,33,21.5,1.278822,36.817281,0,22,1,3,81,1,11.0
2329,2022-03-22 01:00:00,0.009,0.7,7.8,33,21.2,1.278822,36.817281,1,22,1,3,81,1,9.0
2330,2022-03-22 02:00:00,0.014,0.7,7.8,34,20.8,1.278822,36.817281,2,22,1,3,81,1,14.0
2331,2022-03-22 03:00:00,0.012,0.7,7.9,34,20.5,1.278822,36.817281,3,22,1,3,81,1,12.0
2332,2022-03-22 04:00:00,0.012,0.7,7.9,35,19.6,1.278822,36.817281,4,22,1,3,81,1,12.0
2333,2022-03-22 05:00:00,0.017,0.7,8.1,36,18.8,1.278822,36.817281,5,22,1,3,81,1,17.0
2334,2022-03-22 06:00:00,0.025,0.7,8.2,37,18.6,1.278822,36.817281,6,22,1,3,81,1,25.0
2335,2022-03-22 07:00:00,0.028,0.7,8.3,39,18.4,1.278822,36.817281,7,22,1,3,81,1,28.0
2336,2022-03-22 08:00:00,0.029,0.7,8.5,39,18.6,1.278822,36.817281,8,22,1,3,81,1,29.0
2337,2022-03-22 09:00:00,0.026,0.7,8.6,38,20.1,1.278822,36.817281,9,22,1,3,81,1,26.0
2338,2022-03-22 10:00:00,0.022,0.7,8.7,36,22.2,1.278822,36.817281,10,22,1,3,81,1,22.0
2339,2022-03-22 11:00:00,0.026,0.701,8.8,33,24.4,1.278822,36.817281,11,22,1,3,81,1,26.0
2340,2022-03-22 12:00:00,0.021,0.7,8.9,32,25.8,1.278822,36.817281,12,22,1,3,81,1,21.0
2341,2022-03-22 13:00:00,0.015,0.7,8.9,31,27.1,1.278822,36.817281,13,22,1,3,81,1,15.0
2342,2022-03-22 14:00:00,0.027,0.7,8.8,29,28.3,1.278822,36.817281,14,22,1,3,81,1,27.0
2343,2022-03-22 15:00:00,0.02,0.7,8.7,27,27.9,1.278822,36.817281,15,22,1,3,81,1,20.0
2344,2022-03-22 16:00:00,0.015,0.7,8.6,26,28.7,1.278822,36.817281,16,22,1,3,81,1,15.0
2345,2022-03-22 17:00:00,0.028,0.7,8.4,25,28.9,1.278822,36.817281,17,22,1,3,81,1,28.0
2346,2022-03-22 18:00:00,0.107,0.7,8.1,23,28.0,1.278822,36.817281,18,22,1,3,81,1,107.0
2347,2022-03-22 19:00:00,0.056,0.701,8.0,24,26.5,1.278822,36.817281,19,22,1,3,81,1,56.0
2348,2022-03-22 20:00:00,0.049,0.7,8.0,25,25.4,1.278822,36.817281,20,22,1,3,81,1,49.0
2349,2022-03-22 21:00:00,0.063,0.7,8.0,26,24.5,1.278822,36.817281,21,22,1,3,81,1,63.0
2350,2022-03-22 22:00:00,0.038,0.701,8.0,26,23.7,1.278822,36.817281,22,22,1,3,81,1,38.0
2351,2022-03-22 23:00:00,0.031,0.7,7.9,27,22.7,1.278822,36.817281,23,22,1,3,81,1,31.0
2352,2022-03-23 00:00:00,0.024,0.7,8.0,28,21.9,1.278822,36.817281,0,23,2,3,82,1,24.0
2353,2022-03-23 01:00:00,0.015,0.7,8.1,29,21.2,1.278822,36.817281,1,23,2,3,82,1,15.0
2354,2022-03-23 02:00:00,0.014,0.7,8.2,30,20.4,1.278822,36.817281,2,23,2,3,82,1,14.0
2355,2022-03-23 03:00:00,0.011,0.7,8.3,32,19.6,1.278822,36.817281,3,23,2,3,82,1,11.0
2356,2022-03-23 04:00:00,0.01,0.7,8.4,32,19.0,1.278822,36.817281,4,23,2,3,82,1,10.0
2357,2022-03-23 05:00:00,0.013,0.7,8.5,34,18.3,1.278822,36.817281,5,23,2,3,82,1,13.0
2358,2022-03-23 06:00:00,0.017,0.7,8.7,37,18.0,1.278822,36.817281,6,23,2,3,82,1,17.0
2359,2022-03-23 07:00:00,0.021,0.7,8.8,38,18.0,1.278822,36.817281,7,23,2,3,82,1,21.0
2360,2022-03-23 08:00:00,0.022,0.7,9.0,40,18.2,1.278822,36.817281,8,23,2,3,82,1,22.0
2361,2022-03-23 09:00:00,0.017,0.701,9.1,40,19.6,1.278822,36.817281,9,23,2,3,82,1,17.0
2362,2022-03-23 10:00:00,0.031,0.7,9.0,39,22.5,1.278822,36.817281,10,23,2,3,82,1,31.0
2363,2022-03-23 11:00:00,0.026,0.701,9.0,35,24.2,1.278822,36.817281,11,23,2,3,82,1,26.0
2364,2022-03-23 12:00:00,0.023,0.701,9.1,32,26.0,1.278822,36.817281,12,23,2,3,82,1,23.0
2365,2022-03-23 13:00:00,0.018,0.701,9.2,30,27.5,1.278822,36.817281,13,23,2,3,82,1,18.0
2366,2022-03-23 14:00:00,0.014,0.7,9.2,27,29.0,1.278822,36.817281,14,23,2,3,82,1,14.0
2367,2022-03-23 15:00:00,0.011,0.701,9.0,26,29.9,1.278822,36.817281,15,23,2,3,82,1,11.0
