Time,Conc (mg/m3),Qtot (m3),no (V),WS (MPS),no (V),RH (%),no (V),AT (C),Stab (ug),Ref (ug),E,U,M,I,L,R,N,F,P,D,C,T,,
2022-09-02 00:00:00,0.018,0.701,0.335,7.2,0.123,27,0.428,17,0.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 01:00:00,0.016,0.7,0.335,7.2,0.123,28,0.429,16.1,1.1,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 02:00:00,0.018,0.7,0.336,7.2,0.124,29,0.429,15.5,0.5,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 03:00:00,0.018,0.701,0.339,7.3,0.125,29,0.431,15.1,1.7,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 04:00:00,0.016,0.7,0.342,7.4,0.126,30,0.433,14.6,-0.2,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 05:00:00,0.019,0.7,0.344,7.5,0.128,30,0.437,14.8,-0.5,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 06:00:00,0.026,0.7,0.348,7.6,0.13,30,0.44,15.3,-0.5,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 07:00:00,0.027,0.7,0.35,7.7,0.132,31,0.443,15,1.8,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 08:00:00,0.024,0.7,0.355,7.8,0.134,31,0.446,15.3,2.1,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 09:00:00,0.027,0.7,0.357,7.9,0.136,32,0.45,15.8,-0.8,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 10:00:00,0.039,0.7,0.36,8,0.139,32,0.453,16.4,1.3,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 11:00:00,0.047,0.7,0.362,8.1,0.14,33,0.455,17,1.8,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 12:00:00,0.049,0.7,0.364,8.2,0.142,32,0.458,18.7,-0.9,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-02 13:00:00,0.037,0.7,0.366,8.2,0.142,31,0.459,19.4,-0.8,782.9,0,0,0,0,0,0,0,0,0,0,0,0,,
